+-----+------------------------------------------------------------+-------+------+
|  ID | Title                                                      | Level | Paid |
| 252 | Meeting Rooms                                              |   1   |  X   |
| 251 | Flatten 2D Vector                                          |   2   |  X   |
| 250 | Count Univalue Subtrees                                    |   2   |  X   |
| 249 | Group Shifted Strings                                      |   2   |  X   |
| 248 | Strobogrammatic Number III                                 |   3   |  X   |
| 247 | Strobogrammatic Number II                                  |   2   |  X   |
| 246 | Strobogrammatic Number                                     |   1   |  X   |
| 245 | Shortest Word Distance III                                 |   2   |  X   |
| 244 | Shortest Word Distance II                                  |   2   |  X   |
| 243 | Shortest Word Distance                                     |   1   |  X   |
| 242 | Valid Anagram                                              |   1   |      |
| 241 | Different Ways to Add Parentheses                          |   2   |      |
| 240 | Search a 2D Matrix II                                      |   2   |      |
| 239 | Sliding Window Maximum                                     |   3   |      |
| 238 | Product of Array Except Self                               |   2   |      |
| 237 | Delete Node in a Linked List                               |   1   |      |
| 236 | Lowest Common Ancestor of a Binary Tree                    |   2   |      |
| 235 | Lowest Common Ancestor of a Binary Search Tree             |   1   |      |
| 234 | Palindrome Linked List                                     |   1   |      |
| 233 | Number of Digit One                                        |   3   |      |
| 232 | Implement Queue using Stacks                               |   1   |      |
| 231 | Power of Two                                               |   1   |      |
| 230 | Kth Smallest Element in a BST                              |   2   |      |
| 229 | Majority Element II                                        |   2   |      |
| 228 | Summary Ranges                                             |   2   |      |
| 227 | Basic Calculator II                                        |   2   |      |
| 226 | Invert Binary Tree                                         |   1   |      |
| 225 | Implement Stack using Queues                               |   1   |      |
| 224 | Basic Calculator                                           |   3   |      |
| 223 | Rectangle Area                                             |   2   |      |
| 222 | Count Complete Tree Nodes                                  |   2   |      |
| 221 | Maximal Square                                             |   2   |      |
| 220 | Contains Duplicate III                                     |   2   |      |
| 219 | Contains Duplicate II                                      |   1   |      |
| 218 | The Skyline Problem                                        |   3   |      |
| 217 | Contains Duplicate                                         |   1   |      |
| 216 | Combination Sum III                                        |   2   |      |
| 215 | Kth Largest Element in an Array                            |   2   |      |
| 214 | Shortest Palindrome                                        |   3   |      |
| 213 | House Robber II                                            |   2   |      |
| 212 | Word Search II                                             |   3   |      |
| 211 | Add and Search Word - Data structure design                |   2   |      |
| 210 | Course Schedule II                                         |   2   |      |
| 209 | Minimum Size Subarray Sum                                  |   2   |      |
| 208 | Implement Trie (Prefix Tree)                               |   2   |      |
| 207 | Course Schedule                                            |   2   |      |
| 206 | Reverse Linked List                                        |   1   |      |
| 205 | Isomorphic Strings                                         |   1   |      |
| 204 | Count Primes                                               |   1   |      |
| 203 | Remove Linked List Elements                                |   1   |      |
| 202 | Happy Number                                               |   1   |      |
| 201 | Bitwise AND of Numbers Range                               |   2   |      |
| 200 | Number of Islands                                          |   2   |      |
| 199 | Binary Tree Right Side View                                |   2   |      |
| 198 | House Robber                                               |   1   |      |
| 191 | Number of 1 Bits                                           |   1   |      |
| 190 | Reverse Bits                                               |   1   |      |
| 189 | Rotate Array                                               |   1   |      |
| 188 | Best Time to Buy and Sell Stock IV                         |   3   |      |
| 187 | Repeated DNA Sequences                                     |   2   |      |
| 186 | Reverse Words in a String II                               |   2   |  X   |
| 179 | Largest Number                                             |   2   |      |
| 174 | Dungeon Game                                               |   3   |      |
| 173 | Binary Search Tree Iterator                                |   2   |      |
| 172 | Factorial Trailing Zeroes                                  |   1   |      |
| 171 | Excel Sheet Column Number                                  |   1   |      |
| 170 | Two Sum III - Data structure design                        |   1   |  X   |
| 169 | Majority Element                                           |   1   |      |
| 168 | Excel Sheet Column Title                                   |   1   |      |
| 167 | Two Sum II - Input array is sorted                         |   1   |      |
| 166 | Fraction to Recurring Decimal                              |   2   |      |
| 165 | Compare Version Numbers                                    |   2   |      |
| 164 | Maximum Gap                                                |   3   |      |
| 163 | Missing Ranges                                             |   2   |  X   |
| 162 | Find Peak Element                                          |   2   |      |
| 161 | One Edit Distance                                          |   2   |  X   |
| 160 | Intersection of Two Linked Lists                           |   1   |      |
| 159 | Longest Substring with At Most Two Distinct Characters     |   3   |  X   |
| 158 | Read N Characters Given Read4 II - Call multiple times     |   3   |  X   |
| 157 | Read N Characters Given Read4                              |   1   |  X   |
| 156 | Binary Tree Upside Down                                    |   2   |  X   |
| 155 | Min Stack                                                  |   1   |      |
| 154 | Find Minimum in Rotated Sorted Array II                    |   3   |      |
| 153 | Find Minimum in Rotated Sorted Array                       |   2   |      |
| 152 | Maximum Product Subarray                                   |   2   |      |
| 151 | Reverse Words in a String                                  |   2   |      |
| 150 | Evaluate Reverse Polish Notation                           |   2   |      |
| 149 | Max Points on a Line                                       |   3   |      |
| 148 | Sort List                                                  |   2   |      |
| 147 | Insertion Sort List                                        |   2   |      |
| 146 | LRU Cache                                                  |   3   |      |
| 145 | Binary Tree Postorder Traversal                            |   3   |      |
| 144 | Binary Tree Preorder Traversal                             |   2   |      |
| 143 | Reorder List                                               |   2   |      |
| 142 | Linked List Cycle II                                       |   2   |      |
| 141 | Linked List Cycle                                          |   1   |      |
| 140 | Word Break II                                              |   3   |      |
| 139 | Word Break                                                 |   2   |      |
| 138 | Copy List with Random Pointer                              |   2   |      |
| 137 | Single Number II                                           |   2   |      |
| 136 | Single Number                                              |   1   |      |
| 135 | Candy                                                      |   3   |      |
| 134 | Gas Station                                                |   2   |      |
| 133 | Clone Graph                                                |   2   |      |
| 132 | Palindrome Partitioning II                                 |   3   |      |
| 131 | Palindrome Partitioning                                    |   2   |      |
| 130 | Surrounded Regions                                         |   2   |      |
| 129 | Sum Root to Leaf Numbers                                   |   2   |      |
| 128 | Longest Consecutive Sequence                               |   3   |      |
| 127 | Word Ladder                                                |   2   |      |
| 126 | Word Ladder II                                             |   3   |      |
| 125 | Valid Palindrome                                           |   1   |      |
| 124 | Binary Tree Maximum Path Sum                               |   3   |      |
| 123 | Best Time to Buy and Sell Stock III                        |   3   |      |
| 122 | Best Time to Buy and Sell Stock II                         |   1   |      |
| 121 | Best Time to Buy and Sell Stock                            |   1   |      |
| 120 | Triangle                                                   |   2   |      |
| 119 | Pascal's Triangle II                                       |   1   |      |
| 118 | Pascal's Triangle                                          |   1   |      |
| 117 | Populating Next Right Pointers in Each Node II             |   2   |      |
| 116 | Populating Next Right Pointers in Each Node                |   2   |      |
| 115 | Distinct Subsequences                                      |   3   |      |
| 114 | Flatten Binary Tree to Linked List                         |   2   |      |
| 113 | Path Sum II                                                |   2   |      |
| 112 | Path Sum                                                   |   1   |      |
| 111 | Minimum Depth of Binary Tree                               |   1   |      |
| 110 | Balanced Binary Tree                                       |   1   |      |
| 109 | Convert Sorted List to Binary Search Tree                  |   2   |      |
| 108 | Convert Sorted Array to Binary Search Tree                 |   1   |      |
| 107 | Binary Tree Level Order Traversal II                       |   1   |      |
| 106 | Construct Binary Tree from Inorder and Postorder Traversal |   2   |      |
| 105 | Construct Binary Tree from Preorder and Inorder Traversal  |   2   |      |
| 104 | Maximum Depth of Binary Tree                               |   1   |      |
| 103 | Binary Tree Zigzag Level Order Traversal                   |   2   |      |
| 102 | Binary Tree Level Order Traversal                          |   2   |      |
| 101 | Symmetric Tree                                             |   1   |      |
| 100 | Same Tree                                                  |   1   |      |
|  99 | Recover Binary Search Tree                                 |   3   |      |
|  98 | Validate Binary Search Tree                                |   2   |      |
|  97 | Interleaving String                                        |   3   |      |
|  96 | Unique Binary Search Trees                                 |   2   |      |
|  95 | Unique Binary Search Trees II                              |   2   |      |
|  94 | Binary Tree Inorder Traversal                              |   2   |      |
|  93 | Restore IP Addresses                                       |   2   |      |
|  92 | Reverse Linked List II                                     |   2   |      |
|  91 | Decode Ways                                                |   2   |      |
|  90 | Subsets II                                                 |   2   |      |
|  89 | Gray Code                                                  |   2   |      |
|  88 | Merge Sorted Array                                         |   1   |      |
|  87 | Scramble String                                            |   3   |      |
|  86 | Partition List                                             |   2   |      |
|  85 | Maximal Rectangle                                          |   3   |      |
|  84 | Largest Rectangle in Histogram                             |   3   |      |
|  83 | Remove Duplicates from Sorted List                         |   1   |      |
|  82 | Remove Duplicates from Sorted List II                      |   2   |      |
|  81 | Search in Rotated Sorted Array II                          |   2   |      |
|  80 | Remove Duplicates from Sorted Array II                     |   2   |      |
|  79 | Word Search                                                |   2   |      |
|  78 | Subsets                                                    |   2   |      |
|  77 | Combinations                                               |   2   |      |
|  76 | Minimum Window Substring                                   |   3   |      |
|  75 | Sort Colors                                                |   2   |      |
|  74 | Search a 2D Matrix                                         |   2   |      |
|  73 | Set Matrix Zeroes                                          |   2   |      |
|  72 | Edit Distance                                              |   3   |      |
|  71 | Simplify Path                                              |   2   |      |
|  70 | Climbing Stairs                                            |   1   |      |
|  69 | Sqrt(x)                                                    |   1   |      |
|  68 | Text Justification                                         |   3   |      |
|  67 | Add Binary                                                 |   1   |      |
|  66 | Plus One                                                   |   1   |      |
|  65 | Valid Number                                               |   3   |      |
|  64 | Minimum Path Sum                                           |   2   |      |
|  63 | Unique Paths II                                            |   2   |      |
|  62 | Unique Paths                                               |   2   |      |
|  61 | Rotate List                                                |   2   |      |
|  60 | Permutation Sequence                                       |   2   |      |
|  59 | Spiral Matrix II                                           |   2   |      |
|  58 | Length of Last Word                                        |   1   |      |
|  57 | Insert Interval                                            |   3   |      |
|  56 | Merge Intervals                                            |   2   |      |
|  55 | Jump Game                                                  |   2   |      |
|  54 | Spiral Matrix                                              |   2   |      |
|  53 | Maximum Subarray                                           |   1   |      |
|  52 | N-Queens II                                                |   3   |      |
|  51 | N-Queens                                                   |   3   |      |
|  50 | Pow(x, n)                                                  |   2   |      |
|  49 | Group Anagrams                                             |   2   |      |
|  48 | Rotate Image                                               |   2   |      |
|  47 | Permutations II                                            |   2   |      |
|  46 | Permutations                                               |   2   |      |
|  45 | Jump Game II                                               |   3   |      |
|  44 | Wildcard Matching                                          |   3   |      |
|  43 | Multiply Strings                                           |   2   |      |
|  42 | Trapping Rain Water                                        |   3   |      |
|  41 | First Missing Positive                                     |   3   |      |
|  40 | Combination Sum II                                         |   2   |      |
|  39 | Combination Sum                                            |   2   |      |
|  38 | Count and Say                                              |   1   |      |
|  37 | Sudoku Solver                                              |   3   |      |
|  36 | Valid Sudoku                                               |   2   |      |
|  35 | Search Insert Position                                     |   1   |      |
|  34 | Search for a Range                                         |   2   |      |
|  33 | Search in Rotated Sorted Array                             |   2   |      |
|  32 | Longest Valid Parentheses                                  |   3   |      |
|  31 | Next Permutation                                           |   2   |      |
|  30 | Substring with Concatenation of All Words                  |   3   |      |
|  29 | Divide Two Integers                                        |   2   |      |
|  28 | Implement strStr()                                         |   1   |      |
|  27 | Remove Element                                             |   1   |      |
|  26 | Remove Duplicates from Sorted Array                        |   1   |      |
|  25 | Reverse Nodes in k-Group                                   |   3   |      |
|  24 | Swap Nodes in Pairs                                        |   2   |      |
|  23 | Merge k Sorted Lists                                       |   3   |      |
|  22 | Generate Parentheses                                       |   2   |      |
|  21 | Merge Two Sorted Lists                                     |   1   |      |
|  20 | Valid Parentheses                                          |   1   |      |
|  19 | Remove Nth Node From End of List                           |   2   |      |
|  18 | 4Sum                                                       |   2   |      |
|  17 | Letter Combinations of a Phone Number                      |   2   |      |
|  16 | 3Sum Closest                                               |   2   |      |
|  15 | 3Sum                                                       |   2   |      |
|  14 | Longest Common Prefix                                      |   1   |      |
|  13 | Roman to Integer                                           |   1   |      |
|  12 | Integer to Roman                                           |   2   |      |
|  11 | Container With Most Water                                  |   2   |      |
|  10 | Regular Expression Matching                                |   3   |      |
|  9  | Palindrome Number                                          |   1   |      |
|  8  | String to Integer (atoi)                                   |   2   |      |
|  7  | Reverse Integer                                            |   1   |      |
|  6  | ZigZag Conversion                                          |   2   |      |
|  5  | Longest Palindromic Substring                              |   2   |      |
|  4  | Median of Two Sorted Arrays                                |   3   |      |
|  3  | Longest Substring Without Repeating Characters             |   2   |      |
|  2  | Add Two Numbers                                            |   2   |      |
|  1  | Two Sum                                                    |   1   |      |
+-----+------------------------------------------------------------+-------+------+
Total: 774
